Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
91	360.20538	78.85592	640.9663	221.14728	70.67857	166.95938	84.59602	269.98972	-10.6878395	184000	-4.738569e-09	1385.88	-0.038944017	-1046.681	0.90112096	0.017209312	0.2275	5.0	1117.3750100135803
92	385.52356	91.15685	588.26215	259.85446	74.5	154.38687	73.97376	269.8514	-7.1483917	186000	-1.3589859e-08	1439.4725	-0.04066933	-1033.1127	0.90118724	0.015760131	0.2425	5.0	1129.881757259369
93	373.76224	55.89402	524.9815	271.92395	71.51852	160.10416	78.71842	271.00674	-8.460947	188000	3.8743018e-09	795.77344	-0.043689113	-580.2807	0.90101683	0.01756599	0.279	6.0	1142.6690583229065
94	396.3646	73.629845	592.73987	298.1492	75.61539	164.47928	76.31971	270.59366	-2.4578815	190000	1.06453896e-07	880.94684	-0.04997982	-613.5862	0.9007308	0.016213916	0.32	7.0	1155.765328168869
95	382.10202	72.65947	538.2569	288.67627	75.0	164.14494	80.463844	272.9034	-9.634232	192000	1.34408475e-08	1026.0114	-0.04265668	-788.87476	0.90069866	0.01912735	0.247	5.0	1168.2113223075867
96	374.34454	72.65074	625.9331	229.8218	73.0	156.0644	76.64627	273.3633	-5.4754295	194000	2.6702882e-08	1392.9669	-0.040696904	-1029.3807	0.9006353	0.019828558	0.253	5.0	1181.220763683319
97	379.33594	89.72709	594.41125	198.94427	72.96296	162.7175	77.34756	274.0896	-5.5182743	196000	2.2232532e-08	1291.0698	-0.041526575	-892.8916	0.9007323	0.017052814	0.2995	6.0	1193.9250552654266
98	381.69016	74.5331	556.3971	254.66368	74.53846	158.97163	80.264595	275.0485	-18.141994	198000	-1.3269484e-08	1602.2498	-0.04522739	-1225.2471	0.9008064	0.015709562	0.2905	6.0	1206.7052781581879
99	374.91394	52.820805	496.06958	257.76447	73.48148	159.67859	78.57132	274.67554	-0.2831912	200000	2.169609e-08	881.886	-0.034282554	-692.8054	0.9007531	0.020235915	0.2185	4.0	1219.4310669898987
100	386.32443	88.65255	616.5581	279.01724	75.46154	159.82016	75.1423	274.1667	1.1429591	202000	-5.334616e-09	1472.6548	-0.05099541	-1054.906	0.9006399	0.01816214	0.3225	7.0	1232.1890902519226
101	379.90094	69.80383	585.86993	265.8575	73.03704	160.17242	80.85182	275.7939	-7.513024	204000	-6.532669e-08	823.67334	-0.040063675	-579.4686	0.90030736	0.0150583275	0.298	5.0	1245.1210901737213
102	407.01447	114.02455	771.2924	249.13623	78.0	161.6955	74.82286	276.4475	3.1610613	206000	3.2395125e-08	1959.6093	-0.036235064	-1381.4744	0.90010417	0.019335436	0.2255	5.0	1257.7451028823853
103	378.14536	66.251724	585.0202	292.14697	74.34615	169.71025	86.82832	281.00302	-9.451084	208000	3.1134114e-08	1307.6393	-0.039433517	-1049.4532	0.89996755	0.016825207	0.2675	5.0	1270.3690829277039
104	405.06473	88.5405	642.9405	262.99765	77.28	162.56354	77.2537	281.4316	5.642244	210000	-1.218915e-08	1129.6771	-0.054174483	-767.8983	0.8998417	0.016023202	0.3505	7.0	1283.260576725006
105	393.40018	48.50979	478.20212	304.15405	76.38461	172.30653	82.33704	282.03354	4.6446443	212000	4.738569e-09	929.6587	-0.05577183	-748.8319	0.8996696	0.01630757	0.3185	7.0	1296.2287139892578
106	368.22098	65.80818	528.2866	253.50592	71.28571	153.743	81.331276	280.70056	1.6053853	214000	-3.4816562e-08	1174.6157	-0.06196576	-880.3793	0.89953494	0.015046672	0.393	10.0	1308.9768092632294
107	400.29883	84.10207	588.6817	271.15985	77.32	163.79404	72.67059	279.8115	2.9550028	216000	-3.8504602e-08	1102.2156	-0.05611018	-799.70746	0.8995671	0.017063227	0.3435	7.0	1321.9230606555939
