Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
68	-35.718525	27.475327	-6.1793404	-117.61899	69.954544	-26.115572	9.973267	15.1332245	-51.98525	138000	-0.08967276	213.39122	-0.0011461377	-66.4588	0.9049633	-6.437302e-09	2376.020167827606
69	-36.556454	39.659924	10.646272	-115.69999	73.9	-25.099691	11.817261	14.303459	-51.440533	140000	-0.099128656	381.68558	-0.0009189993	-124.95987	0.9047712	-1.0371208e-08	2409.478090763092
70	-79.8804	157.61676	23.28186	-590.1879	165.66667	-34.46357	17.862404	16.283342	-57.539337	142000	-0.05608658	351.59818	-0.0012376644	-115.46837	0.9045747	6.437302e-09	2444.3037571907043
71	-46.415276	41.53328	1.0205647	-177.87247	89.1875	-28.358528	16.834305	16.816872	-56.910946	144000	-0.10432269	322.1047	-0.0011656508	-159.51288	0.9043945	4.887581e-09	2478.888118505478
72	-73.63902	130.73492	26.621162	-512.3127	150.53847	-35.48253	14.146546	12.099386	-54.612377	146000	-0.1548592	245.02252	-0.0011847764	-71.36107	0.9042119	9.6559525e-09	2513.4768335819244
73	-168.14398	200.24837	-0.8225937	-558.6971	302.8	-40.2606	13.62009	3.7070322	-56.17987	148000	-0.19223604	374.28436	-0.0013168454	-175.49467	0.9040208	1.2159347e-08	2547.6962838172913
74	-77.884636	135.94621	4.7971606	-484.37637	159.63637	-45.35711	8.434935	-7.1975384	-55.408016	150000	-0.20442252	345.2643	-0.0013294071	-154.03973	0.9038196	-1.3828277e-08	2581.491540670395
75	-156.07843	219.76875	-12.985237	-536.2955	279.25	-40.517696	7.8826933	2.8495777	-50.99375	152000	-0.1875607	255.15477	-0.0014739633	-92.41141	0.9036053	-2.026558e-08	2615.979374408722
76	-33.68249	36.51525	-1.944682	-144.59555	68.066666	-40.100662	6.029992	-3.4903235	-49.875896	154000	-0.14128177	361.97186	-0.0014867187	-144.0743	0.90338105	1.2040139e-08	2650.6076843738556
77	-73.733185	140.75883	17.37822	-547.6402	148.38461	-35.38032	11.440234	1.9999301	-51.684475	156000	-0.07037268	372.9769	-0.00056085736	-98.22995	0.90315616	1.3113022e-09	2685.0805671215057
